user,date,weekday,time,permanence_times,parking_lot
129,2017-10-23,Mon,7:30,146,16
104,2017-10-23,Mon,8:00,117,16
77,2017-10-23,Mon,9:30,83,16
7,2017-10-23,Mon,9:30,275,16
42,2017-10-23,Mon,10:00,361,19
77,2017-10-23,Mon,10:00,231,19
94,2017-10-23,Mon,12:00,148,19
94,2017-10-23,Mon,17:30,314,19
1,2017-10-23,Mon,6:00,394,19
20,2017-10-23,Mon,6:00,257,19
23,2017-10-23,Mon,8:00,204,19
94,2017-10-23,Mon,8:00,217,19
145,2017-10-23,Mon,8:00,142,19
135,2017-10-23,Mon,10:00,127,21
21,2017-10-23,Mon,6:00,360,21
95,2017-10-23,Mon,7:30,250,21
97,2017-10-23,Mon,7:30,308,21
124,2017-10-23,Mon,7:30,140,21
133,2017-10-23,Mon,7:30,183,21
135,2017-10-23,Mon,8:00,110,21
92,2017-10-23,Mon,10:00,256,29
92,2017-10-23,Mon,17:30,135,29
5,2017-10-23,Mon,6:00,223,29
122,2017-10-23,Mon,8:00,368,29
5,2017-10-23,Mon,9:30,206,29
17,2017-10-23,Mon,11:30,263,30
11,2017-10-23,Mon,6:00,328,30
17,2017-10-23,Mon,7:30,127,30
101,2017-10-23,Mon,7:30,86,30
130,2017-10-23,Mon,7:30,283,30
144,2017-10-23,Mon,9:30,243,30
3,2017-10-23,Mon,10:00,286,32
9,2017-10-23,Mon,10:00,128,32
89,2017-10-23,Mon,16:00,208,32
9,2017-10-23,Mon,6:00,223,32
150,2017-10-23,Mon,6:00,382,32
2,2017-10-23,Mon,7:30,150,32
127,2017-10-23,Mon,7:30,405,32
13,2017-10-23,Mon,8:00,69,32
149,2017-10-23,Mon,8:00,301,32
89,2017-10-23,Mon,9:30,214,32
123,2017-10-23,Mon,10:00,258,39
125,2017-10-23,Mon,10:00,197,39
90,2017-10-23,Mon,12:00,261,39
33,2017-10-23,Mon,7:30,264,39
91,2017-10-23,Mon,7:30,145,39
125,2017-10-23,Mon,7:30,175,39
90,2017-10-23,Mon,8:00,78,39
93,2017-10-24,Tue,11:30,217,4
37,2017-10-24,Tue,15:30,234,4
93,2017-10-24,Tue,15:30,82,4
27,2017-10-24,Tue,16:00,291,4
29,2017-10-24,Tue,16:00,57,4
29,2017-10-24,Tue,17:30,89,4
93,2017-10-24,Tue,18:00,294,4
136,2017-10-24,Tue,7:30,218,4
134,2017-10-24,Tue,9:30,387,4
106,2017-10-24,Tue,10:00,62,11
108,2017-10-24,Tue,10:00,318,11
106,2017-10-24,Tue,14:00,82,11
109,2017-10-24,Tue,14:00,164,11
110,2017-10-24,Tue,14:00,206,11
119,2017-10-24,Tue,14:00,303,11
106,2017-10-24,Tue,17:30,334,11
111,2017-10-24,Tue,6:00,112,11
108,2017-10-24,Tue,7:30,140,11
109,2017-10-24,Tue,7:30,257,11
111,2017-10-24,Tue,8:00,358,11
110,2017-10-24,Tue,9:30,270,11
77,2017-10-24,Tue,10:00,110,16
145,2017-10-24,Tue,11:30,202,16
7,2017-10-24,Tue,14:00,290,16
34,2017-10-24,Tue,15:30,456,16
12,2017-10-24,Tue,16:00,81,16
12,2017-10-24,Tue,18:00,288,16
104,2017-10-24,Tue,7:30,311,16
129,2017-10-24,Tue,7:30,121,16
145,2017-10-24,Tue,10:00,109,19
20,2017-10-24,Tue,14:00,319,19
94,2017-10-24,Tue,14:00,336,19
117,2017-10-24,Tue,14:00,171,19
23,2017-10-24,Tue,15:30,90,19
1,2017-10-24,Tue,16:00,109,19
1,2017-10-24,Tue,18:00,239,19
84,2017-10-24,Tue,6:00,293,19
94,2017-10-24,Tue,7:30,261,19
43,2017-10-24,Tue,8:00,276,19
44,2017-10-24,Tue,9:30,162,19
135,2017-10-24,Tue,10:00,116,21
95,2017-10-24,Tue,12:00,181,21
21,2017-10-24,Tue,16:00,98,21
133,2017-10-24,Tue,7:30,142,21
97,2017-10-24,Tue,8:00,221,21
135,2017-10-24,Tue,8:00,150,21
45,2017-10-24,Tue,9:30,319,21
124,2017-10-24,Tue,9:30,93,21
133,2017-10-24,Tue,9:30,210,21
92,2017-10-24,Tue,14:00,259,29
122,2017-10-24,Tue,8:00,304,29
92,2017-10-24,Tue,9:30,134,29
144,2017-10-24,Tue,11:30,115,30
17,2017-10-24,Tue,14:00,278,30
11,2017-10-24,Tue,16:00,254,30
130,2017-10-24,Tue,8:00,179,30
144,2017-10-24,Tue,9:30,110,30
2,2017-10-24,Tue,14:00,177,32
3,2017-10-24,Tue,15:30,171,32
13,2017-10-24,Tue,15:30,107,32
89,2017-10-24,Tue,15:30,270,32
9,2017-10-24,Tue,16:00,300,32
13,2017-10-24,Tue,18:00,216,32
149,2017-10-24,Tue,7:30,191,32
150,2017-10-24,Tue,7:30,244,32
89,2017-10-24,Tue,9:30,277,32
127,2017-10-24,Tue,9:30,152,32
90,2017-10-24,Tue,11:30,220,39
42,2017-10-24,Tue,11:30,130,39
33,2017-10-24,Tue,14:00,376,39
90,2017-10-24,Tue,14:00,320,39
41,2017-10-24,Tue,7:30,324,39
42,2017-10-24,Tue,7:30,76,39
91,2017-10-24,Tue,8:00,383,39
125,2017-10-24,Tue,8:00,113,39
98,2017-10-24,Tue,9:30,104,39
93,2017-10-25,Wed,10:00,396,4
29,2017-10-25,Wed,6:00,87,4
136,2017-10-25,Wed,6:00,302,4
88,2017-10-25,Wed,7:30,68,4
27,2017-10-25,Wed,7:30,214,4
37,2017-10-25,Wed,8:00,209,4
134,2017-10-25,Wed,8:00,242,4
88,2017-10-25,Wed,8:00,194,4
104,2017-10-25,Wed,10:00,63,11
106,2017-10-25,Wed,10:00,137,11
110,2017-10-25,Wed,11:30,201,11
95,2017-10-25,Wed,12:00,84,11
100,2017-10-25,Wed,12:00,33,11
136,2017-10-25,Wed,6:00,47,11
45,2017-10-25,Wed,7:30,362,11
106,2017-10-25,Wed,7:30,105,11
109,2017-10-25,Wed,8:00,399,11
110,2017-10-25,Wed,8:00,190,11
111,2017-10-25,Wed,8:00,192,11
119,2017-10-25,Wed,8:00,283,11
108,2017-10-25,Wed,9:30,91,11
100,2017-10-25,Wed,9:30,35,11
12,2017-10-25,Wed,11:30,139,16
7,2017-10-25,Wed,5:30,398,16
12,2017-10-25,Wed,8:00,210,16
34,2017-10-25,Wed,8:00,89,16
129,2017-10-25,Wed,8:00,194,16
34,2017-10-25,Wed,9:30,287,16
22,2017-10-25,Wed,11:30,252,19
94,2017-10-25,Wed,11:30,204,19
145,2017-10-25,Wed,11:30,103,19
94,2017-10-25,Wed,17:30,141,19
20,2017-10-25,Wed,6:00,106,19
1,2017-10-25,Wed,7:30,271,19
23,2017-10-25,Wed,7:30,264,19
20,2017-10-25,Wed,8:00,185,19
99,2017-10-25,Wed,8:00,188,19
94,2017-10-25,Wed,9:30,101,19
145,2017-10-25,Wed,9:30,131,19
124,2017-10-25,Wed,10:00,134,21
124,2017-10-25,Wed,12:00,162,21
21,2017-10-25,Wed,8:00,167,21
135,2017-10-25,Wed,8:00,159,21
133,2017-10-25,Wed,9:30,229,21
5,2017-10-25,Wed,11:30,379,29
5,2017-10-25,Wed,7:30,243,29
122,2017-10-25,Wed,7:30,312,29
92,2017-10-25,Wed,9:30,117,29
17,2017-10-25,Wed,12:00,124,30
130,2017-10-25,Wed,7:30,161,30
17,2017-10-25,Wed,7:30,182,30
11,2017-10-25,Wed,8:00,300,30
144,2017-10-25,Wed,9:30,265,30
89,2017-10-25,Wed,10:00,293,32
3,2017-10-25,Wed,10:00,162,32
150,2017-10-25,Wed,10:00,177,32
3,2017-10-25,Wed,6:00,210,32
9,2017-10-25,Wed,6:00,99,32
127,2017-10-25,Wed,6:00,355,32
13,2017-10-25,Wed,7:30,255,32
2,2017-10-25,Wed,8:00,355,32
9,2017-10-25,Wed,8:00,362,32
149,2017-10-25,Wed,9:30,266,32
90,2017-10-25,Wed,12:00,192,39
90,2017-10-25,Wed,16:00,190,39
91,2017-10-25,Wed,17:30,66,39
33,2017-10-25,Wed,8:00,276,39
90,2017-10-25,Wed,9:30,62,39
91,2017-10-25,Wed,9:30,246,39
93,2017-10-26,Thu,10:00,392,4
27,2017-10-26,Thu,14:00,285,4
37,2017-10-26,Thu,14:00,349,4
29,2017-10-26,Thu,15:30,379,4
93,2017-10-26,Thu,18:00,176,4
134,2017-10-26,Thu,8:00,323,4
136,2017-10-26,Thu,8:00,235,4
111,2017-10-26,Thu,10:00,283,11
119,2017-10-26,Thu,10:00,72,11
106,2017-10-26,Thu,11:30,498,11
108,2017-10-26,Thu,11:30,282,11
110,2017-10-26,Thu,11:30,230,11
119,2017-10-26,Thu,11:30,110,11
109,2017-10-26,Thu,14:00,190,11
119,2017-10-26,Thu,14:00,98,11
110,2017-10-26,Thu,15:30,272,11
111,2017-10-26,Thu,15:30,253,11
108,2017-10-26,Thu,7:30,42,11
119,2017-10-26,Thu,7:30,57,11
111,2017-10-26,Thu,8:00,92,11
119,2017-10-26,Thu,8:00,50,11
109,2017-10-26,Thu,9:30,197,11
110,2017-10-26,Thu,9:30,151,11
119,2017-10-26,Thu,9:30,70,11
12,2017-10-26,Thu,14:00,79,16
34,2017-10-26,Thu,14:00,235,16
7,2017-10-26,Thu,15:30,205,16
12,2017-10-26,Thu,16:00,218,16
129,2017-10-26,Thu,9:30,424,16
94,2017-10-26,Thu,14:00,340,19
23,2017-10-26,Thu,15:30,188,19
1,2017-10-26,Thu,16:00,104,19
20,2017-10-26,Thu,16:00,233,19
44,2017-10-26,Thu,7:30,300,19
145,2017-10-26,Thu,8:00,191,19
112,2017-10-26,Thu,8:00,203,19
124,2017-10-26,Thu,10:00,187,21
133,2017-10-26,Thu,10:00,182,21
45,2017-10-26,Thu,14:00,369,21
95,2017-10-26,Thu,7:30,60,21
45,2017-10-26,Thu,8:00,219,21
95,2017-10-26,Thu,8:00,55,21
92,2017-10-26,Thu,10:00,115,29
101,2017-10-26,Thu,11:30,50,29
5,2017-10-26,Thu,15:30,87,29
5,2017-10-26,Thu,16:00,368,29
92,2017-10-26,Thu,16:00,79,29
92,2017-10-26,Thu,9:30,79,29
122,2017-10-26,Thu,9:30,148,29
148,2017-10-26,Thu,9:30,113,29
11,2017-10-26,Thu,14:00,256,30
17,2017-10-26,Thu,14:00,296,30
92,2017-10-26,Thu,17:30,208,30
144,2017-10-26,Thu,7:30,342,30
130,2017-10-26,Thu,8:00,229,30
101,2017-10-26,Thu,9:30,142,30
13,2017-10-26,Thu,14:00,272,32
2,2017-10-26,Thu,15:30,118,32
89,2017-10-26,Thu,15:30,226,32
3,2017-10-26,Thu,16:00,308,32
9,2017-10-26,Thu,16:00,200,32
149,2017-10-26,Thu,8:00,108,32
150,2017-10-26,Thu,8:00,164,32
89,2017-10-26,Thu,9:30,127,32
127,2017-10-26,Thu,9:30,149,32
90,2017-10-26,Thu,10:00,232,39
98,2017-10-26,Thu,10:00,139,39
90,2017-10-26,Thu,14:00,137,39
91,2017-10-26,Thu,14:00,142,39
33,2017-10-26,Thu,17:30,88,39
33,2017-10-26,Thu,18:00,71,39
42,2017-10-26,Thu,7:30,271,39
41,2017-10-26,Thu,8:00,325,39
91,2017-10-26,Thu,9:30,290,39
125,2017-10-26,Thu,9:30,347,39
29,2017-10-27,Fri,10:00,327,4
93,2017-10-27,Fri,10:00,277,4
27,2017-10-27,Fri,12:00,322,4
37,2017-10-27,Fri,12:00,173,4
93,2017-10-27,Fri,16:00,391,4
134,2017-10-27,Fri,7:30,105,4
27,2017-10-27,Fri,8:00,262,4
136,2017-10-27,Fri,8:00,137,4
37,2017-10-27,Fri,9:30,197,4
119,2017-10-27,Fri,10:00,179,11
111,2017-10-27,Fri,11:30,155,11
109,2017-10-27,Fri,7:30,257,11
106,2017-10-27,Fri,8:00,203,11
108,2017-10-27,Fri,8:00,311,11
110,2017-10-27,Fri,9:30,218,11
111,2017-10-27,Fri,9:30,129,11
119,2017-10-27,Fri,9:30,33,11
131,2017-10-27,Fri,9:30,168,11
12,2017-10-27,Fri,10:00,338,16
34,2017-10-27,Fri,10:00,295,16
7,2017-10-27,Fri,11:30,183,16
129,2017-10-27,Fri,7:30,130,16
7,2017-10-27,Fri,8:00,141,16
104,2017-10-27,Fri,8:00,183,16
34,2017-10-27,Fri,9:30,54,16
129,2017-10-27,Fri,9:30,189,16
20,2017-10-27,Fri,10:00,322,19
23,2017-10-27,Fri,10:00,49,19
94,2017-10-27,Fri,10:00,240,19
105,2017-10-27,Fri,10:00,127,19
1,2017-10-27,Fri,11:30,315,19
94,2017-10-27,Fri,16:00,129,19
84,2017-10-27,Fri,6:00,229,19
1,2017-10-27,Fri,8:00,176,19
145,2017-10-27,Fri,8:00,447,19
21,2017-10-27,Fri,12:00,298,21
95,2017-10-27,Fri,7:30,120,21
133,2017-10-27,Fri,7:30,394,21
97,2017-10-27,Fri,8:00,247,21
124,2017-10-27,Fri,8:00,127,21
92,2017-10-27,Fri,16:00,378,29
122,2017-10-27,Fri,7:30,196,29
11,2017-10-27,Fri,11:30,246,30
130,2017-10-27,Fri,8:00,124,30
144,2017-10-27,Fri,8:00,288,30
17,2017-10-27,Fri,9:30,339,30
101,2017-10-27,Fri,9:30,116,30
3,2017-10-27,Fri,10:00,335,32
89,2017-10-27,Fri,10:00,148,32
127,2017-10-27,Fri,11:30,143,32
150,2017-10-27,Fri,7:30,378,32
9,2017-10-27,Fri,8:00,368,32
13,2017-10-27,Fri,9:30,343,32
149,2017-10-27,Fri,9:30,254,32
2,2017-10-27,Fri,9:30,228,32
87,2017-10-27,Fri,10:00,156,39
90,2017-10-27,Fri,16:00,316,39
98,2017-10-27,Fri,6:00,347,39
91,2017-10-27,Fri,7:30,344,39
125,2017-10-27,Fri,7:30,143,39
33,2017-10-27,Fri,9:30,387,39
41,2017-10-27,Fri,9:30,218,39
42,2017-10-27,Fri,9:30,346,39
90,2017-10-27,Fri,9:30,200,39
84,2017-10-28,Sat,17:30,209,11
110,2017-10-28,Sat,8:00,106,11
88,2017-10-28,Sat,11:30,327,19
1,2017-10-29,Sun,10:00,288,11
87,2017-10-29,Sun,7:30,45,21
91,2017-10-29,Sun,9:30,350,39
88,2017-10-30,Mon,10:00,286,4
29,2017-10-30,Mon,11:30,200,4
93,2017-10-30,Mon,12:00,42,4
27,2017-10-30,Mon,6:00,153,4
37,2017-10-30,Mon,6:00,284,4
88,2017-10-30,Mon,7:30,215,4
93,2017-10-30,Mon,7:30,128,4
29,2017-10-30,Mon,8:00,155,4
136,2017-10-30,Mon,8:00,240,4
134,2017-10-30,Mon,9:30,143,4
93,2017-10-30,Mon,9:30,154,4
109,2017-10-30,Mon,10:00,65,11
37,2017-10-30,Mon,10:00,55,11
45,2017-10-30,Mon,10:00,375,11
19,2017-10-30,Mon,11:30,135,11
109,2017-10-30,Mon,11:30,305,11
111,2017-10-30,Mon,14:00,65,11
108,2017-10-30,Mon,8:00,158,11
110,2017-10-30,Mon,8:00,113,11
119,2017-10-30,Mon,8:00,45,11
30,2017-10-30,Mon,8:00,114,11
106,2017-10-30,Mon,9:30,190,11
8,2017-10-30,Mon,9:30,170,11
119,2017-10-30,Mon,9:30,228,11
129,2017-10-30,Mon,11:30,282,16
34,2017-10-30,Mon,6:00,96,16
7,2017-10-30,Mon,7:30,270,16
12,2017-10-30,Mon,8:00,285,16
34,2017-10-30,Mon,8:00,345,16
129,2017-10-30,Mon,9:30,140,16
42,2017-10-30,Mon,11:30,118,19
120,2017-10-30,Mon,11:30,97,19
94,2017-10-30,Mon,17:30,318,19
1,2017-10-30,Mon,7:30,213,19
20,2017-10-30,Mon,7:30,173,19
23,2017-10-30,Mon,7:30,294,19
94,2017-10-30,Mon,8:00,342,19
145,2017-10-30,Mon,8:00,138,19
98,2017-10-30,Mon,10:00,80,21
124,2017-10-30,Mon,6:00,228,21
133,2017-10-30,Mon,7:30,235,21
135,2017-10-30,Mon,7:30,161,21
95,2017-10-30,Mon,8:00,136,21
21,2017-10-30,Mon,8:00,183,21
92,2017-10-30,Mon,10:00,121,29
5,2017-10-30,Mon,10:00,143,29
92,2017-10-30,Mon,12:00,255,29
92,2017-10-30,Mon,16:00,258,29
5,2017-10-30,Mon,7:30,191,29
122,2017-10-30,Mon,7:30,388,29
101,2017-10-30,Mon,11:30,171,30
17,2017-10-30,Mon,5:30,298,30
11,2017-10-30,Mon,6:00,600,30
101,2017-10-30,Mon,9:30,43,30
144,2017-10-30,Mon,9:30,216,30
89,2017-10-30,Mon,16:00,162,32
3,2017-10-30,Mon,6:00,299,32
13,2017-10-30,Mon,6:00,145,32
9,2017-10-30,Mon,6:00,94,32
150,2017-10-30,Mon,7:30,244,32
2,2017-10-30,Mon,8:00,282,32
89,2017-10-30,Mon,8:00,360,32
127,2017-10-30,Mon,8:00,399,32
13,2017-10-30,Mon,8:00,318,32
149,2017-10-30,Mon,9:30,252,32
91,2017-10-30,Mon,17:30,305,39
87,2017-10-30,Mon,6:00,271,39
98,2017-10-30,Mon,7:30,180,39
33,2017-10-30,Mon,8:00,205,39
91,2017-10-30,Mon,8:00,167,39
125,2017-10-30,Mon,8:00,427,39
93,2017-10-31,Tue,10:00,127,4
37,2017-10-31,Tue,14:00,241,4
93,2017-10-31,Tue,14:00,326,4
27,2017-10-31,Tue,15:30,408,4
29,2017-10-31,Tue,15:30,236,4
88,2017-10-31,Tue,7:30,309,4
134,2017-10-31,Tue,7:30,314,4
110,2017-10-31,Tue,10:00,164,11
108,2017-10-31,Tue,11:30,250,11
109,2017-10-31,Tue,11:30,299,11
106,2017-10-31,Tue,14:00,197,11
110,2017-10-31,Tue,14:00,143,11
119,2017-10-31,Tue,14:00,109,11
110,2017-10-31,Tue,17:30,180,11
119,2017-10-31,Tue,17:30,99,11
111,2017-10-31,Tue,6:00,151,11
108,2017-10-31,Tue,7:30,239,11
106,2017-10-31,Tue,8:00,335,11
109,2017-10-31,Tue,8:00,85,11
119,2017-10-31,Tue,9:30,148,11
111,2017-10-31,Tue,9:30,275,11
77,2017-10-31,Tue,11:30,190,16
7,2017-10-31,Tue,14:00,216,16
34,2017-10-31,Tue,15:30,365,16
12,2017-10-31,Tue,17:30,226,16
104,2017-10-31,Tue,7:30,66,16
129,2017-10-31,Tue,9:30,139,16
117,2017-10-31,Tue,10:00,300,19
23,2017-10-31,Tue,15:30,174,19
20,2017-10-31,Tue,16:00,80,19
94,2017-10-31,Tue,16:00,374,19
1,2017-10-31,Tue,17:30,134,19
44,2017-10-31,Tue,6:00,279,19
84,2017-10-31,Tue,6:00,283,19
94,2017-10-31,Tue,9:30,355,19
145,2017-10-31,Tue,9:30,118,19
95,2017-10-31,Tue,10:00,82,21
21,2017-10-31,Tue,14:00,307,21
45,2017-10-31,Tue,8:00,223,21
95,2017-10-31,Tue,8:00,149,21
124,2017-10-31,Tue,8:00,98,21
97,2017-10-31,Tue,9:30,219,21
133,2017-10-31,Tue,9:30,205,21
142,2017-10-31,Tue,10:00,166,29
5,2017-10-31,Tue,15:30,177,29
92,2017-10-31,Tue,15:30,119,29
92,2017-10-31,Tue,8:00,200,29
122,2017-10-31,Tue,9:30,203,29
101,2017-10-31,Tue,10:00,77,30
144,2017-10-31,Tue,10:00,113,30
17,2017-10-31,Tue,14:00,312,30
11,2017-10-31,Tue,17:30,135,30
130,2017-10-31,Tue,7:30,220,30
144,2017-10-31,Tue,9:30,110,30
2,2017-10-31,Tue,14:00,46,32
3,2017-10-31,Tue,15:30,231,32
9,2017-10-31,Tue,15:30,363,32
13,2017-10-31,Tue,16:00,60,32
13,2017-10-31,Tue,17:30,347,32
127,2017-10-31,Tue,7:30,118,32
149,2017-10-31,Tue,8:00,270,32
150,2017-10-31,Tue,9:30,318,32
89,2017-10-31,Tue,9:30,397,32
91,2017-10-31,Tue,10:00,148,39
98,2017-10-31,Tue,10:00,123,39
90,2017-10-31,Tue,14:00,104,39
91,2017-10-31,Tue,14:00,246,39
33,2017-10-31,Tue,16:00,171,39
90,2017-10-31,Tue,19:30,312,39
41,2017-10-31,Tue,6:00,385,39
125,2017-10-31,Tue,7:30,201,39
42,2017-10-31,Tue,8:00,255,39
91,2017-10-31,Tue,8:00,83,39
98,2017-10-31,Tue,8:00,119,39
128,2017-10-31,Tue,9:30,131,39
27,2017-11-01,Wed,10:00,180,4
37,2017-11-01,Wed,10:00,283,4
93,2017-11-01,Wed,17:30,264,4
29,2017-11-01,Wed,6:00,333,4
27,2017-11-01,Wed,7:30,208,4
136,2017-11-01,Wed,7:30,238,4
93,2017-11-01,Wed,8:00,360,4
134,2017-11-01,Wed,8:00,159,4
108,2017-11-01,Wed,10:00,149,11
106,2017-11-01,Wed,7:30,368,11
111,2017-11-01,Wed,7:30,300,11
109,2017-11-01,Wed,8:00,362,11
119,2017-11-01,Wed,8:00,275,11
45,2017-11-01,Wed,8:00,345,11
104,2017-11-01,Wed,8:00,102,11
110,2017-11-01,Wed,9:30,176,11
30,2017-11-01,Wed,9:30,132,11
77,2017-11-01,Wed,16:00,224,16
34,2017-11-01,Wed,5:30,164,16
7,2017-11-01,Wed,6:00,294,16
129,2017-11-01,Wed,7:30,101,16
12,2017-11-01,Wed,8:00,354,16
34,2017-11-01,Wed,8:00,263,16
129,2017-11-01,Wed,9:30,349,16
94,2017-11-01,Wed,10:00,315,19
20,2017-11-01,Wed,10:00,50,19
107,2017-11-01,Wed,10:00,338,19
20,2017-11-01,Wed,12:00,51,19
145,2017-11-01,Wed,12:00,90,19
22,2017-11-01,Wed,13:30,324,19
1,2017-11-01,Wed,5:30,452,19
20,2017-11-01,Wed,7:30,179,19
113,2017-11-01,Wed,8:00,355,19
117,2017-11-01,Wed,8:00,214,19
145,2017-11-01,Wed,9:30,123,19
135,2017-11-01,Wed,10:00,216,21
133,2017-11-01,Wed,12:00,197,21
21,2017-11-01,Wed,13:30,139,21
21,2017-11-01,Wed,8:00,65,21
124,2017-11-01,Wed,8:00,111,21
133,2017-11-01,Wed,9:30,167,21
25,2017-11-01,Wed,9:30,274,21
92,2017-11-01,Wed,10:00,163,29
92,2017-11-01,Wed,16:00,136,29
5,2017-11-01,Wed,8:00,409,29
122,2017-11-01,Wed,8:00,252,29
11,2017-11-01,Wed,10:00,148,30
144,2017-11-01,Wed,11:30,381,30
11,2017-11-01,Wed,7:30,160,30
17,2017-11-01,Wed,8:00,245,30
130,2017-11-01,Wed,9:30,168,30
9,2017-11-01,Wed,12:00,286,32
89,2017-11-01,Wed,16:00,97,32
3,2017-11-01,Wed,5:30,175,32
2,2017-11-01,Wed,6:00,614,32
127,2017-11-01,Wed,6:00,231,32
9,2017-11-01,Wed,7:30,140,32
13,2017-11-01,Wed,7:30,168,32
89,2017-11-01,Wed,8:00,314,32
3,2017-11-01,Wed,8:00,69,32
150,2017-11-01,Wed,8:00,318,32
149,2017-11-01,Wed,9:30,268,32
9,2017-11-01,Wed,9:30,119,32
90,2017-11-01,Wed,10:00,372,39
91,2017-11-01,Wed,10:00,241,39
91,2017-11-01,Wed,16:00,294,39
90,2017-11-01,Wed,18:00,226,39
125,2017-11-01,Wed,6:00,124,39
33,2017-11-01,Wed,8:00,355,39
93,2017-11-02,Thu,10:00,125,4
134,2017-11-02,Thu,10:00,219,4
29,2017-11-02,Thu,14:00,443,4
37,2017-11-02,Thu,14:00,164,4
93,2017-11-02,Thu,14:00,384,4
27,2017-11-02,Thu,16:00,162,4
136,2017-11-02,Thu,9:30,412,4
109,2017-11-02,Thu,10:00,714,11
119,2017-11-02,Thu,10:00,98,11
137,2017-11-02,Thu,10:00,258,11
110,2017-11-02,Thu,11:30,30,11
106,2017-11-02,Thu,14:00,269,11
110,2017-11-02,Thu,14:00,158,11
111,2017-11-02,Thu,14:00,108,11
119,2017-11-02,Thu,14:00,95,11
108,2017-11-02,Thu,6:00,575,11
110,2017-11-02,Thu,7:30,270,11
119,2017-11-02,Thu,7:30,151,11
106,2017-11-02,Thu,8:00,197,11
111,2017-11-02,Thu,8:00,308,11
119,2017-11-02,Thu,9:30,64,11
7,2017-11-02,Thu,14:00,117,16
12,2017-11-02,Thu,15:30,352,16
34,2017-11-02,Thu,15:30,303,16
129,2017-11-02,Thu,9:30,393,16
44,2017-11-02,Thu,11:30,99,19
107,2017-11-02,Thu,11:30,64,19
117,2017-11-02,Thu,12:00,207,19
94,2017-11-02,Thu,14:00,253,19
118,2017-11-02,Thu,14:00,317,19
20,2017-11-02,Thu,16:00,368,19
23,2017-11-02,Thu,16:00,259,19
1,2017-11-02,Thu,17:30,304,19
84,2017-11-02,Thu,6:00,212,19
112,2017-11-02,Thu,7:30,207,19
94,2017-11-02,Thu,8:00,179,19
145,2017-11-02,Thu,8:00,208,19
45,2017-11-02,Thu,11:30,112,21
21,2017-11-02,Thu,14:00,258,21
45,2017-11-02,Thu,16:00,46,21
95,2017-11-02,Thu,7:30,54,21
133,2017-11-02,Thu,7:30,239,21
135,2017-11-02,Thu,7:30,251,21
97,2017-11-02,Thu,8:00,245,21
124,2017-11-02,Thu,8:00,201,21
95,2017-11-02,Thu,8:00,44,21
45,2017-11-02,Thu,9:30,140,21
95,2017-11-02,Thu,9:30,54,21
122,2017-11-02,Thu,10:00,198,29
92,2017-11-02,Thu,10:00,310,29
138,2017-11-02,Thu,11:30,250,29
5,2017-11-02,Thu,15:30,305,29
92,2017-11-02,Thu,16:00,156,29
92,2017-11-02,Thu,19:30,260,29
11,2017-11-02,Thu,14:00,329,30
17,2017-11-02,Thu,14:00,162,30
144,2017-11-02,Thu,7:30,104,30
101,2017-11-02,Thu,9:30,62,30
89,2017-11-02,Thu,10:00,278,32
13,2017-11-02,Thu,15:30,236,32
3,2017-11-02,Thu,16:00,288,32
9,2017-11-02,Thu,17:30,231,32
89,2017-11-02,Thu,18:00,429,32
150,2017-11-02,Thu,7:30,224,32
149,2017-11-02,Thu,8:00,135,32
127,2017-11-02,Thu,9:30,181,32
91,2017-11-02,Thu,10:00,392,39
42,2017-11-02,Thu,14:00,145,39
33,2017-11-02,Thu,16:00,85,39
90,2017-11-02,Thu,16:00,198,39
91,2017-11-02,Thu,16:00,431,39
41,2017-11-02,Thu,7:30,92,39
42,2017-11-02,Thu,8:00,257,39
90,2017-11-02,Thu,8:00,376,39
41,2017-11-02,Thu,9:30,211,39
37,2017-11-03,Fri,10:00,105,4
93,2017-11-03,Fri,10:00,364,4
29,2017-11-03,Fri,12:00,349,4
37,2017-11-03,Fri,12:00,180,4
27,2017-11-03,Fri,7:30,388,4
136,2017-11-03,Fri,7:30,134,4
29,2017-11-03,Fri,9:30,142,4
30,2017-11-03,Fri,10:00,256,11
110,2017-11-03,Fri,10:00,132,11
111,2017-11-03,Fri,11:30,221,11
93,2017-11-03,Fri,18:00,197,11
109,2017-11-03,Fri,6:00,147,11
106,2017-11-03,Fri,7:30,96,11
108,2017-11-03,Fri,7:30,292,11
119,2017-11-03,Fri,7:30,161,11
110,2017-11-03,Fri,8:00,64,11
34,2017-11-03,Fri,11:30,141,16
7,2017-11-03,Fri,12:00,230,16
12,2017-11-03,Fri,12:00,232,16
104,2017-11-03,Fri,7:30,261,16
7,2017-11-03,Fri,8:00,210,16
129,2017-11-03,Fri,8:00,141,16
34,2017-11-03,Fri,9:30,134,16
44,2017-11-03,Fri,10:00,235,19
20,2017-11-03,Fri,11:30,292,19
23,2017-11-03,Fri,11:30,262,19
94,2017-11-03,Fri,17:30,72,19
1,2017-11-03,Fri,7:30,347,19
94,2017-11-03,Fri,9:30,342,19
145,2017-11-03,Fri,9:30,305,19
117,2017-11-03,Fri,9:30,231,19
45,2017-11-03,Fri,10:00,144,21
124,2017-11-03,Fri,10:00,413,21
95,2017-11-03,Fri,10:00,116,21
45,2017-11-03,Fri,13:30,96,21
133,2017-11-03,Fri,7:30,255,21
95,2017-11-03,Fri,8:00,135,21
